outcome_var,outcome_name,marker1_var,marker1_name,marker2_var,marker2_name,combination_type,n_samples,n_cases,beta_comp,p_comp,aic_comp,beta_A,p_A,aic_A,beta_B,p_B,aic_B,p_gain,aic_gain,p_comp_fdr,p_comp_bonferroni,survives_fdr,survives_bonferroni
heart_attack_binary,Heart Attack,LBDHDD,HDL Cholesterol (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4902,243.0,-0.8010793244926864,8.015069181036223e-18,1846.0546516054928,-0.3729157890455092,2.1218255229795968e-06,1912.7558696878164,0.1708860157167717,3.2487858018640246e-06,1918.6740533035472,264729533214.7436,66.70121808232352,9.995698285818847e-17,4.3281373577595604e-14,True,True
hypertension_binary,Hypertension,LBXHGB,Hemoglobin (g/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5452,1898.0,-0.5193436049540718,5.206169564475805e-61,6753.074091495335,-0.0919686948134438,0.0011883240395728,7040.538488055881,0.4385126621355733,5.0412258138093394e-49,6818.876679417508,968317637636.708,65.80258792217319,3.307448899784629e-59,2.8113315648169346e-57,True,True
heart_attack_binary,Heart Attack,LBXPLTSI,Platelet Count (10^3/uL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4903,243.0,-0.9379401338853012,8.028204630204853e-23,1817.029161025792,-0.5496145080662695,1.0563019946202657e-12,1882.2090532556256,0.171065644275504,3.1763182632079973e-06,1918.7216697191616,13157387526.547297,65.17989222983374,1.371908386174247e-21,4.3352305003106207e-19,True,True
hypertension_binary,Hypertension,LBXSNASI,Sodium (mmol/L),BMXBMI,Body Mass Index (kg/m2),Ratio,5325,1857.0,-0.5177958477816481,6.49580428942034e-59,6602.769781702935,0.0283497397387721,0.3248356099289924,6889.941741204637,0.4346027774125617,3.340316612669681e-47,6667.855912447616,514226793764.4036,65.08613074468121,3.8974825736522036e-57,3.5077343162869836e-55,True,True
diabetes_binary,Diabetes,BMXBMI,Body Mass Index (kg/m2),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2758,394.0,0.601561056950734,6.315765577093404e-32,2112.8418595939493,0.471613943325613,3.817363230248458e-21,2177.5241037899777,-0.3766459610707078,7.425986539177315e-10,2225.1438463791947,60441813168.20276,64.68224419602848,1.4637396616439647e-30,3.4105134116304382e-28,True,True
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Difference,6687,801.0,-0.546071405346232,2.8992716471682643e-40,4707.940552821592,-0.4982321355725027,2.7907745425823788e-27,4772.407753753234,0.2629082376926218,1.2275180329077185e-18,4825.3668224303165,9625778065012.104,64.46720093164186,9.319087437326563e-39,1.5656066894708627e-36,True,True
diabetes_binary,Diabetes,LBXHSCRP,hs-CRP Inflammation (mg/L),LBDHDD,HDL Cholesterol (mg/dL),Difference,6687,801.0,0.546071405346232,2.8992716471682643e-40,4707.940552821592,0.2629082376926218,1.2275180329077185e-18,4825.3668224303165,-0.4982321355725027,2.7907745425823788e-27,4772.407753753234,9625778065012.104,64.46720093164186,9.319087437326563e-39,1.5656066894708627e-36,True,True
diabetes_binary,Diabetes,systolic_bp,Systolic BP (mmHg),LBXSAL,Albumin (g/dL),Ratio,5604,763.0,0.5502052384171496,3.7844273827448783e-53,4226.507224410022,0.4721884369854676,2.033772989696197e-40,4290.852538351332,-0.414190803973552,1.9474990446919068e-27,4345.5140333361605,5374057377793.001,64.34531394131045,1.9098979314787235e-51,2.0435907866822342e-49,True,True
heart_attack_binary,Heart Attack,LBXHGB,Hemoglobin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4903,243.0,-0.627182301038842,2.3403644665772942e-19,1854.5817312720517,0.0036785999696603,0.9554557514575588,1937.9563636513533,0.171065644275504,3.1763182632079973e-06,1918.7216697191616,13571895781913.225,64.13993844711013,3.2740850050563185e-18,1.2637968119517388e-15,True,True
hypertension_binary,Hypertension,LBXSKSI,Potassium (mmol/L),LBXGLU,Fasting Glucose (mg/dL),Ratio,2597,930.0,-0.5821444794354544,4.400972830787644e-38,3205.749583072954,-0.0619883557046376,0.1315515226593263,3389.87045798455,0.49350359493026,3.362956792913426e-22,3269.8284978104903,7641394124015885.0,64.07891473753625,1.2508028045396462e-36,2.376525328625328e-34,True,True
stroke_binary,Stroke,LBXSAL,Albumin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4908,239.0,-0.7511516064811226,3.971259827082105e-24,1804.964761642644,-0.4221950400239643,3.702572917224955e-12,1869.0217453789317,0.2394212735599454,1.1828041164834334e-08,1877.3256807495325,932342147943.876,64.05698373628752,7.196242639678983e-23,2.1444803066243366e-20,True,True
hypertension_binary,Hypertension,LBXSCA,Calcium (mg/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5404,1899.0,-0.5970499162871735,7.398938965011548e-79,6605.9570238786255,0.1172185907127172,4.3678172030812926e-05,6994.151199356767,0.5793811943177134,4.202099969196941e-59,6669.150710559797,5.679327791549613e+19,63.19368668117113,9.512921526443419e-77,3.995427041106236e-75,True,True
diabetes_binary,Diabetes,LBDLDL,LDL Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Difference,2806,403.0,-0.6020699139603808,2.1956893517372703e-34,2160.610151460495,-0.3754052628781449,5.421583435159036e-10,2271.5250396991323,0.452133994166418,3.8264124382977946e-22,2223.759688444602,1742692988546.0645,63.14953698410682,5.4892233793431755e-33,1.185672249938126e-30,True,True
diabetes_binary,Diabetes,LBXTR,Triglycerides (mg/dL),LBDLDL,LDL Cholesterol (mg/dL),Difference,2806,403.0,0.6020699139603808,2.1956893517372703e-34,2160.610151460495,0.452133994166418,3.8264124382977946e-22,2223.759688444602,-0.3754052628781449,5.421583435159036e-10,2271.5250396991323,1742692988546.0645,63.14953698410682,5.4892233793431755e-33,1.185672249938126e-30,True,True
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),BMXWAIST,Waist Circumference (cm),Ratio,5613,737.0,-0.9318863701380216,4.257657912501051e-71,3973.6018568540567,-0.398501190313352,7.428244309813891e-25,4263.042961863368,0.7148943042726063,1.1347205322109442e-69,4036.425505959336,26.651284709352847,62.8236491052794,4.105598701340299e-69,2.2991352727505675e-67,True,True
arthritis_binary,Arthritis,LBXSCA,Calcium (mg/dL),LBXSAL,Albumin (g/dL),Difference,4900,1524.0,0.3624825128337469,6.582282462047768e-30,5944.818554486343,0.113778515607057,0.0002411455102889,6065.620715912259,-0.261880069674787,4.119888786834632e-17,6007.25734046686,6259058025220.21,62.43878598051742,1.4507887875533855e-28,3.554432529505795e-26,True,True
arthritis_binary,Arthritis,LBXSAL,Albumin (g/dL),LBXSCA,Calcium (mg/dL),Difference,4900,1524.0,-0.3624825128337469,6.582282462047768e-30,5944.818554486343,-0.261880069674787,4.119888786834632e-17,6007.25734046686,0.113778515607057,0.0002411455102889,6065.620715912259,6259058025220.21,62.43878598051742,1.4507887875533855e-28,3.554432529505795e-26,True,True
hypertension_binary,Hypertension,LBXSCA,Calcium (mg/dL),LBXSAL,Albumin (g/dL),Ratio,5408,1900.0,0.3564355212932575,3.5827973938747534e-33,6862.695819868739,0.1166156663239827,4.749188133667396e-05,6999.001252417089,-0.272973486221388,4.897345420153763e-21,6924.957903703611,1366905488020.7285,62.2620838348721,8.754346573268628e-32,1.934710592692367e-29,True,True
hypertension_binary,Hypertension,LBXHGB,Hemoglobin (g/dL),LBXTR,Triglycerides (mg/dL),Ratio,2606,931.0,-0.4389742475197786,6.484417994178305e-19,3310.6426569007053,-0.1114807359157643,0.0062945082595482,3393.8221948683777,0.2550807657149843,1.1082697144955417e-06,3372.3845856986127,1709127504566.3984,61.74192879790735,8.77590405227139e-18,3.5015857168562845e-15,True,True
hypertension_binary,Hypertension,diastolic_bp,Diastolic BP (mmHg),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5143,1813.0,-0.4122365332335466,2.873389218384772e-27,6538.240986164094,0.2664683494666844,5.837124073034802e-18,6601.413354006556,0.2918024424887952,4.856932745836299e-15,6599.892964544371,2031442185.3075807,61.6519783802778,5.967808376645295e-26,1.551630177927777e-23,True,True
high_cholesterol_binary,High Cholesterol,LBXPLTSI,Platelet Count (10^3/uL),BMXBMI,Body Mass Index (kg/m2),Ratio,5427,1767.0,-0.3380685965370513,6.988969419096178e-26,6733.153157715185,-0.152309554212477,3.700144792131517e-07,6826.521325501371,0.2181912155953875,2.3754528111117772e-14,6794.630897618151,339885993007.96106,61.47773990296537,1.3773881336904877e-24,3.7740434863119365e-22,True,True
stroke_binary,Stroke,LBXHGB,Hemoglobin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4905,239.0,-0.6895282301470442,1.4573731217122185e-22,1815.710842863286,-0.2957148720326264,1.8859234062108087e-06,1892.7443180331584,0.2395570112936893,1.1775983331278206e-08,1876.9956038848557,80802803042250.44,61.284761021569466,2.4516557187682178e-21,7.86981485724598e-19,True,True
diabetes_binary,Diabetes,LBXSAPSI,Alkaline Phosphatase (U/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5883,797.0,-1.030333811655232,6.009169904655375e-17,4543.833935479548,-0.1125270962780203,0.0112917459523365,4664.016478547184,0.2503944152285414,1.2827913821842742e-15,4604.743902548818,21.347231024213183,60.90996706927035,7.085047485838215e-16,3.2449517485139024e-13,True,True
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXTR,Triglycerides (mg/dL),Ratio,2597,930.0,-0.4372662657278101,1.1404819691085416e-18,3302.4900055661747,-0.1963917363789205,1.963595905369592e-06,3369.239270449146,0.2560857270629835,1.072321883250044e-06,3363.157336868245,940235718139.608,60.66733130207058,1.516897200292149e-17,6.158602633186125e-15,True,True
arthritis_binary,Arthritis,LBXSAL,Albumin (g/dL),systolic_bp,Systolic BP (mmHg),Ratio,4670,1457.0,-0.5101134830717792,7.322980056807939e-51,5559.042719642333,-0.2497259534721585,4.337539409114852e-15,5738.728570229472,0.4236520937344379,7.840693261293174e-40,5619.302850964861,107069706601.2618,60.26013132252774,3.49947719528875e-49,3.954409230676287e-47,True,True
hypertension_binary,Hypertension,LBXSNASI,Sodium (mmol/L),LBXGLU,Fasting Glucose (mg/dL),Ratio,2599,931.0,-0.5780051821222919,5.223198116426215e-37,3211.7998321854507,0.0305051660403323,0.4562521561489582,3394.537036104115,0.4958212376753969,2.3517134427011816e-22,3271.718705220017,450243967446951.2,59.91887303456679,1.4464240937795676e-35,2.8205269828701563e-33,True,True
hypertension_binary,Hypertension,LBXHGB,Hemoglobin (g/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2655,945.0,-0.5692419145359737,1.9791420791644487e-38,3275.6179078014293,-0.1068139168903677,0.0082827765004148,3454.0577689864394,0.4954404542061454,1.088955354290191e-22,3335.428939170739,5502158565341221.0,59.8110313693096,5.715169640367927e-37,1.0687367227488023e-34,True,True
diabetes_binary,Diabetes,LBXTC,Total Cholesterol (mg/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,6637,788.0,-0.778754561847044,1.3818964796377622e-58,4530.611685647937,-0.1534932090774129,0.0001140703997207,4825.454841683351,0.5527988803943933,5.045123251280467e-56,4590.363391340705,365.0869168291788,59.75170569276816,8.111131510917299e-57,7.462240990043916e-55,True,True
high_cholesterol_binary,High Cholesterol,LBXSAL,Albumin (g/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5303,1732.0,-0.3204180930036385,3.7075565516424407e-25,6591.894018959942,-0.1450794561557231,7.090702652062193e-07,6679.68651628325,0.2096357520475303,3.998065742362259e-13,6651.575913913306,1078355970212.0048,59.68189495336446,7.074489533169321e-24,2.002080537886918e-21,True,True
hypertension_binary,Hypertension,LBXSCR,Creatinine Kidney (mg/dL),LBXSAL,Albumin (g/dL),Ratio,5410,1900.0,0.9887043436689488,6.414762456496056e-60,6659.296959660996,0.831678232512139,7.735205043346477e-52,6718.715046481842,-0.273023923210648,4.771311746212345e-21,6926.635780346481,120584434.6662166,59.41808682084684,3.8921030634919885e-58,3.46397172650787e-56,True,True
hypertension_binary,Hypertension,LBXSBU,BUN Kidney (mg/dL),LBXSAL,Albumin (g/dL),Ratio,5408,1900.0,0.7415587651950033,2.217875653439253e-84,6528.257170722875,0.6562749620810527,1.3275018441808526e-77,6587.353140603242,-0.272973486221388,4.897345420153763e-21,6924.957903703611,5985465.605893187,59.09596988036628,3.8633962995393436e-82,1.1976528528571966e-80,True,True
arthritis_binary,Arthritis,LBXSAL,Albumin (g/dL),LBXSCA,Calcium (mg/dL),Ratio,4900,1524.0,-0.3572375544578899,3.536252738372545e-29,5948.349870023757,-0.261880069674787,4.119888786834632e-17,6007.25734046686,0.113778515607057,0.0002411455102889,6065.620715912259,1165043646945.52,58.90747044310319,7.638305914884698e-28,1.9095764787211743e-25,True,True
arthritis_binary,Arthritis,LBXSNASI,Sodium (mmol/L),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,4899,1525.0,-0.3839389738813429,2.447555454962248e-35,5920.707209291811,-0.0126712282891841,0.6811890668684244,6079.839117772817,0.3004791748846099,1.4024248994130055e-22,5979.24143279723,5729900405605.467,58.534223505419504,6.354230508075067e-34,1.321679945679614e-31,True,True
arthritis_binary,Arthritis,LBXHGB,Hemoglobin (g/dL),BMXWAIST,Waist Circumference (cm),Ratio,4753,1452.0,-0.5219718654272846,6.695906199710678e-51,5607.992021693724,-0.1721274077009763,4.343883444405613e-08,5824.336825142755,0.434754126924223,4.622316052887043e-41,5666.518596413945,6903197140.197047,58.5265747202202,3.228383346289077e-49,3.615789347843766e-47,True,True
heart_attack_binary,Heart Attack,LBXPLTSI,Platelet Count (10^3/uL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5005,245.0,-0.7958919889231747,4.8829031741624444e-24,1845.392485462794,-0.5538246709822258,6.988661609661485e-13,1903.3751671833436,0.3278013139955042,3.06916312042385e-14,1913.890990141972,6285529347.917694,57.98268172054941,8.818621117216455e-23,2.6367677140477198e-20,True,True
hypertension_binary,Hypertension,LBXWBCSI,WBC Count (10^3/uL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5401,1893.0,-0.4421131918725262,1.592109666860586e-26,6860.169812474365,0.2574909107882914,0.0004061928355853,6985.642171665095,0.2890298104258881,8.683608740812606e-16,6917.802038885605,54541523875.89887,57.63222641123957,3.2321023312207386e-25,8.597392201047165e-23,True,True
diabetes_binary,Diabetes,systolic_bp,Systolic BP (mmHg),LBDHDD,HDL Cholesterol (mg/dL),Ratio,6160,768.0,0.6161176580713814,2.34466637947163e-62,4347.671767448369,0.5383040735193989,1.7469543172574586e-53,4404.609342726374,-0.4849018059884037,4.709497143225058e-25,4516.587226325524,745075859.2150474,56.93757527800517,1.6881597932195735e-60,1.2661198449146802e-58,True,True
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),BMXBMI,Body Mass Index (kg/m2),Ratio,5808,781.0,-0.619605911946348,1.0707502145706464e-43,4373.935376735793,-0.1225150901990909,0.0013482321728875,4579.710007064939,0.4451997125429543,3.875102439928404e-37,4430.757460860522,3619053.619785879,56.82208412472846,4.0153133046399235e-42,5.78205115868149e-40,True,True
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,4923,243.0,-0.7209590191313112,4.502913226166934e-23,1834.5477406444224,-0.5021006963833495,2.156536110192341e-11,1891.199697514779,0.3199536422327151,2.280709092928148e-13,1896.8735356497043,5064963454.491398,56.65195687035657,7.768604287955732e-22,2.431573142130144e-19,True,True
hypertension_binary,Hypertension,LBXPLTSI,Platelet Count (10^3/uL),LBXTR,Triglycerides (mg/dL),Ratio,2606,931.0,-0.4326865361967047,1.0109457545449437e-17,3316.0905423825006,-0.1088336490386388,0.0091378904339574,3394.3861341336924,0.2550807657149843,1.1082697144955417e-06,3372.3845856986127,109627020986.34424,56.29404331611204,1.2578587729361052e-16,5.4591070745426956e-14,True,True
arthritis_binary,Arthritis,LBXSAL,Albumin (g/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2379,755.0,-0.4504620717486364,4.7969216256023704e-23,2874.0420528967297,-0.2639244666650399,3.406596010248589e-09,2941.423812492826,0.2929034091974838,3.706458265643719e-11,2930.2709630581485,772674343033.1288,56.22891016141875,8.249483050398981e-22,2.59033767782528e-19,True,True
diabetes_binary,Diabetes,LBXSCR,Creatinine Kidney (mg/dL),LBDHDD,HDL Cholesterol (mg/dL),Ratio,5893,799.0,0.5360276655069518,6.2013029941222206e-30,4510.331265124213,0.3836183386666945,8.482196859007944e-16,4584.934760341228,-0.467188368310597,8.816749718996579e-24,4566.460186791334,1421757.6092239576,56.128921667121176,1.3780673320271603e-28,3.348703616825999e-26,True,True
diabetes_binary,Diabetes,LBXSBU,BUN Kidney (mg/dL),LBXTC,Total Cholesterol (mg/dL),Ratio,5891,799.0,0.6696394598612991,4.279958873504828e-70,4319.882366263837,0.5970073250010213,8.135209228112015e-61,4374.762490379264,-0.2436114059110148,2.253930918737046e-09,4643.412943937305,1900768084.1218345,54.88012411542695,3.91725049439425e-68,2.3111777916926072e-66,True,True
hypertension_binary,Hypertension,LBXSNASI,Sodium (mmol/L),BMXWAIST,Waist Circumference (cm),Ratio,5133,1776.0,-0.7358214330537364,6.151973182407203e-96,6113.71605978688,0.0326642442846236,0.2664310379467459,6623.645855521685,0.6556527234959634,2.6550679588410067e-90,6168.485443863317,431579.89804534655,54.76938407643775,1.6610327592499448e-93,3.3220655184998895e-92,True,True
high_cholesterol_binary,High Cholesterol,LBXSCA,Calcium (mg/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5382,1763.0,-0.5777627071507933,1.038351255929097e-74,6435.374592732998,0.1058572765685702,0.0002840394489242,6798.425486326894,0.5550948524830899,2.8014436187746175e-57,6489.4418335873215,2.6979729670264026e+17,54.067240854323245,1.2743401777311646e-72,5.607096782017124e-71,True,True
hypertension_binary,Hypertension,diastolic_bp,Diastolic BP (mmHg),LBXSAL,Albumin (g/dL),Ratio,5149,1819.0,0.3497065561304332,2.1197512441145347e-29,6557.476533376486,0.2655509109171191,6.8875331785424694e-18,6614.264326617022,-0.2638514634481174,5.561379465242743e-19,6611.03936817612,26236000477.33832,53.56283479963349,4.615587386378423e-28,1.1446656718218487e-25,True,True
heart_attack_binary,Heart Attack,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXTC,Total Cholesterol (mg/dL),Ratio,4923,243.0,0.5083735679592021,1.119207099460211e-26,1838.530778558369,0.3199536422327151,2.280709092928148e-13,1896.8735356497043,-0.5021006963833495,2.156536110192341e-11,1891.199697514779,20377900515714.426,52.668918956409925,2.280648429088732e-25,6.043718337085139e-23,True,True
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),BMXWAIST,Waist Circumference (cm),Ratio,5110,1660.0,-0.4685694255644194,4.2291037511858925e-46,6226.587148262855,0.0343233547700454,0.2515051883519781,6446.124428319917,0.3899362674851506,3.0751993771372924e-37,6279.16850691708,727151556.9403965,52.58135865422446,1.7432946760613604e-44,2.283716025640382e-42,True,True
diabetes_binary,Diabetes,LBXWBCSI,WBC Count (10^3/uL),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2806,403.0,0.4625277141371272,3.993398420319642e-21,2219.600000445733,0.2924807275912842,7.932222499552101e-09,2279.292490663377,-0.3754052628781449,5.421583435159036e-10,2271.5250396991323,135763649516.47067,51.92503925339952,6.178897269262484e-20,2.1564351469726067e-17,True,True
diabetes_binary,Diabetes,LBXSASSI,AST Liver Enzyme (U/L),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5878,800.0,-0.3200456497835477,1.2459322378142977e-12,4624.837953232698,0.0012547869871775,0.9736056954410764,4680.788602793553,0.0703989511277876,0.0358395797126393,4676.688300612659,28765271998.669567,51.85034737996102,1.004184191671225e-11,6.7280340841972074e-09,True,True
