outcome_name,marker1_name,marker2_name,anomaly_type,gate,n_samples,n11,n10,n01,n00,p00,p10,p01,p11,age00,age10,age01,age11,or10,or01,or11,beta1,p1,beta2,p2,beta3_adjusted,p3_adjusted,beta_age,p_age,beta_sex,p_sex,p3_fdr,p3_bonferroni,survives_fdr,survives_bonferroni
Heart Attack,Alkaline Phosphatase (U/L),Potassium (mmol/L),Low-Low,AND,4903,30,433,275,4165,0.0526,0.0254,0.0364,0.1,52.1,45.7,51.5,51.8,0.489,0.711,2.288,-0.5582,0.08291755996491788,-0.1252,0.7108745104026528,1.6231,0.04233676622473558,0.0642,1.4272025979973486e-35,-0.946,9.667270992450324e-11,1.0,1.0,False,False
Liver Condition,Triglycerides (mg/dL),WBC Count (10^3/uL),High-High,AND,2384,33,206,199,1946,0.055,0.0485,0.0503,0.1515,51.6,50.9,50.7,49.6,0.914,0.948,3.302,-0.1633,0.6326738522366456,-0.0659,0.8467231481435125,1.3814,0.04246869439633515,0.0201,0.00014917787551661573,-0.3555,0.05127878865854913,1.0,1.0,False,False
Thyroid Problem,Alkaline Phosphatase (U/L),hs-CRP Inflammation (mg/L),Low-High,AND,4888,24,438,464,3962,0.1199,0.0982,0.1552,0.2917,52.0,46.0,52.5,48.6,0.807,1.355,3.143,-0.0194,0.9113668302842232,0.2003,0.1606142762321383,1.0406,0.04253413396214519,0.0399,2.347479114766278e-43,1.1757,1.8680853815532206e-31,1.0,1.0,False,False
Hypertension,"Glycohemoglobin (HbA1c, %)",Triglycerides (mg/dL),TwoSided-TwoSided,AND,2604,93,343,404,1764,0.352,0.4373,0.2797,0.5054,49.4,50.9,43.5,48.2,1.431,0.716,1.879,0.3403,0.011812131980341277,-0.064,0.6380546446894335,0.5988,0.042629034121845946,0.0562,5.188896761501402e-93,0.0638,0.4894049568824478,1.0,1.0,False,False
Liver Condition,Total Cholesterol (mg/dL),Potassium (mmol/L),Low-High,AND,4895,70,407,410,4008,0.0549,0.059,0.0439,0.1143,50.4,51.9,60.0,60.5,1.098,0.81,2.337,-0.0224,0.9204640506553199,-0.4917,0.053956627743743636,1.0128,0.04334583242345142,0.0229,1.7672156505537638e-09,-0.2145,0.09321997192456681,1.0,1.0,False,False
Stroke,Potassium (mmol/L),Hemoglobin (g/dL),TwoSided-TwoSided,AND,4903,170,618,724,3391,0.0425,0.0599,0.0511,0.1235,50.5,57.2,50.1,55.6,1.449,1.226,3.232,0.0554,0.7761423112274259,0.1976,0.3082204223788716,0.717,0.04353569073489415,0.0565,7.003170804292437e-31,0.1328,0.3314829088656214,1.0,1.0,False,False
Liver Condition,Total Cholesterol (mg/dL),Potassium (mmol/L),High-Low,AND,4895,34,445,272,4144,0.0548,0.0562,0.0478,0.1471,51.2,54.1,51.1,55.8,1.044,0.896,3.21,0.0003,0.9987764339304925,-0.0949,0.7467910444062562,1.2179,0.04405347756386807,0.022,4.256818535785551e-09,-0.2208,0.08247611788043867,1.0,1.0,False,False
Thyroid Problem,HDL Cholesterol (mg/dL),Potassium (mmol/L),High-Low,AND,4896,35,436,271,4154,0.1237,0.1124,0.107,0.2286,51.2,54.3,50.8,58.9,0.904,0.861,2.187,-0.5569,0.0007845835550617824,-0.3183,0.12818822423391646,0.9835,0.04416604692144031,0.0402,1.5362760857679958e-44,1.2489,1.5840190927123065e-34,1.0,1.0,False,False
Heart Attack,Body Mass Index (kg/m2),Calcium (mg/dL),Low-High,AND,4827,48,427,405,3947,0.0499,0.0304,0.0519,0.1042,51.4,45.6,57.7,48.6,0.618,1.062,2.401,-0.279,0.35320808990860497,-0.1597,0.5110095870610558,1.2715,0.04433562943046249,0.0648,4.4529603608661795e-35,-0.8991,1.221136346697506e-09,1.0,1.0,False,False
Heart Attack,"Glycohemoglobin (HbA1c, %)",Fasting Glucose (mg/dL),TwoSided-TwoSided,AND,2425,250,223,230,1722,0.0499,0.0135,0.0652,0.092,52.1,45.8,48.8,54.0,0.3,1.361,1.954,-1.205,0.044327748406107884,0.3721,0.21743543744040283,1.4057,0.044447916103006094,0.0618,2.84486348734626e-18,-0.81,4.396233122714481e-05,1.0,1.0,False,False
Thyroid Problem,Insulin (uIU/mL),Total Cholesterol (mg/dL),High-Low,AND,2377,33,205,205,1934,0.1282,0.122,0.1171,0.2727,51.5,48.2,52.7,59.4,0.959,0.916,2.632,0.0718,0.7603152158865902,0.0009,0.9969127911450132,1.0583,0.0447727869255117,0.04,8.514796657096925e-23,1.3967,3.75659279247151e-21,1.0,1.0,False,False
Diabetes,ALT Liver Enzyme (U/L),Albumin (g/dL),High-Low,OR,5898,22,555,340,4981,0.1241,0.1622,0.2588,0.1818,45.4,42.3,51.8,53.2,1.372,2.473,1.716,0.6174,3.893778630788933e-06,0.8065,2.604657204219731e-08,-1.2361,0.045453125620844095,0.0569,1.4604736799346428e-111,-0.3332,6.044001812016045e-05,1.0,1.0,False,False
Diabetes,AST Liver Enzyme (U/L),Albumin (g/dL),High-Low,OR,5878,43,535,319,4981,0.1231,0.1776,0.2539,0.2558,44.9,46.5,51.0,59.0,1.544,2.433,2.52,0.4474,0.000563593306332201,0.8105,6.895514636062556e-08,-0.8301,0.04568963403532713,0.0557,9.332500544475441e-111,-0.3574,1.5167569267701379e-05,1.0,1.0,False,False
Liver Condition,Total Cholesterol (mg/dL),Triglycerides (mg/dL),High-Low,AND,2384,5,226,225,1928,0.0586,0.0664,0.0133,0.2,52.0,54.2,43.8,58.2,1.172,0.252,5.332,0.1477,0.6056517025253678,-1.3725,0.020198343060872283,2.584,0.04612595157215317,0.0188,0.00051581573096267,-0.3515,0.05378240835520665,1.0,1.0,False,False
Diabetes,AST Liver Enzyme (U/L),Hemoglobin (g/dL),High-Low,OR,5875,35,543,506,4791,0.1238,0.1842,0.1976,0.1714,45.1,46.9,47.4,55.5,1.603,1.749,1.559,0.4697,0.0002343787645796945,0.5663,2.7216541353900497e-05,-0.9984,0.04644306269003695,0.0557,2.0410284218722588e-111,-0.3738,7.655296717644914e-06,1.0,1.0,False,False
Diabetes,Total Cholesterol (mg/dL),Albumin (g/dL),Low-Low,OR,5895,43,544,319,4989,0.1191,0.2077,0.2414,0.3488,45.7,39.5,51.0,59.0,1.945,2.363,4.021,0.8557,8.79975494317676e-11,0.7892,1.756948886350122e-07,-0.7935,0.04703616645868512,0.0552,1.9815686533014082e-112,-0.3148,0.00016052722901422093,1.0,1.0,False,False
Thyroid Problem,Fasting Glucose (mg/dL),Platelet Count (10^3/uL),High-Low,AND,2428,35,205,204,1984,0.1255,0.1463,0.1176,0.2571,49.5,60.9,58.2,63.7,1.209,0.944,2.494,-0.0558,0.7987777989823717,-0.1587,0.509860567940106,1.0198,0.047136119196169245,0.0394,3.070485526169868e-22,1.3771,4.105606076003023e-21,1.0,1.0,False,False
Stroke,Insulin (uIU/mL),Potassium (mmol/L),High-Low,AND,2379,27,211,201,1940,0.0459,0.0474,0.0547,0.1481,51.5,50.0,51.8,48.1,1.078,1.249,3.961,0.1609,0.6445470058563952,0.1963,0.5614291379108332,1.4446,0.04771113468845544,0.0598,1.8597579909270599e-16,0.2232,0.2619162471980323,1.0,1.0,False,False
Arthritis,"Glycohemoglobin (HbA1c, %)",BUN Kidney (mg/dL),TwoSided-TwoSided,OR,4896,169,610,619,3498,0.285,0.323,0.4216,0.4083,50.4,51.0,55.9,58.9,1.198,1.829,1.734,0.2109,0.043554141100928125,0.3616,0.000373199938043858,-0.4407,0.0479763767438912,0.0628,6.657496664075731e-161,0.5189,1.2616557113292082e-13,1.0,1.0,False,False
Diabetes,Triglycerides (mg/dL),BUN Kidney (mg/dL),TwoSided-TwoSided,OR,2819,122,442,391,1864,0.1148,0.1493,0.2634,0.2213,46.0,39.9,51.6,45.6,1.359,2.76,2.216,0.6821,4.0501840719719804e-05,0.7704,2.70545936604992e-07,-0.6317,0.0486689725873167,0.0567,3.648478862998615e-56,-0.2351,0.043816347771283994,1.0,1.0,False,False
Liver Condition,Uric Acid (mg/dL),Potassium (mmol/L),Low-High,AND,4896,30,458,450,3958,0.0581,0.0306,0.0511,0.1,51.2,45.3,60.4,55.0,0.528,0.889,2.059,-0.4666,0.1029183070836156,-0.3719,0.10422099481154258,1.3935,0.048710642638319104,0.0224,3.791925500708522e-09,-0.186,0.14955255677409585,1.0,1.0,False,False
Thyroid Problem,AST Liver Enzyme (U/L),Hemoglobin (g/dL),Low-High,AND,4886,12,424,418,4032,0.1255,0.1368,0.0718,0.25,52.3,47.1,48.3,48.8,1.111,0.547,2.565,0.1149,0.4611135162290799,0.1646,0.4335884472692624,1.46,0.04914120420838716,0.0404,2.2627179339767554e-44,1.2245,1.2062192612594245e-30,1.0,1.0,False,False
Thyroid Problem,Systolic BP (mmHg),Potassium (mmol/L),TwoSided-TwoSided,AND,4669,134,743,602,3190,0.1188,0.1265,0.1179,0.194,50.2,51.9,56.6,57.6,1.078,0.997,1.809,-0.1942,0.1330953036724581,-0.1637,0.2532802139508121,0.5793,0.0493511831099618,0.0402,1.5340649738496032e-41,1.1913,8.805691489441789e-31,1.0,1.0,False,False
Heart Attack,Calcium (mg/dL),hs-CRP Inflammation (mg/L),Low-Low,AND,4891,21,295,452,4123,0.0524,0.0475,0.0243,0.0952,52.1,51.1,46.5,46.1,0.93,0.47,2.314,-0.1209,0.6798027161702773,-0.65,0.04234841663890052,1.7889,0.049965678752800786,0.0644,1.195075981273455e-35,-0.9424,1.0222999183995271e-10,1.0,1.0,False,False
